Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity,Emotion
«Είστε πολίτες! Υπεύθυνοι για το κάθε τι που συμβαίνει στην κοινωνία στην οποία ζείτε.   Εξασφαλίστε στα παιδιά σας και στα προσφυγόπουλα ένα μέλλον το οποίο θα είναι σταθερό»,"['πολίτε', 'υπεύθυνοι', 'συμβαίνει', 'κοινωνία', 'οποία', 'ζείτε', 'εξασφαλίστε', 'παιδί', 'και', 'προσφυγόπουλα', 'μέλλον', 'οποίο', 'είναι', 'σταθερό']",0,0,θλίψη
Στο 5ο Δημοτικό Σχολείο και σε νηπιαγωγείο φοιτούν 36 προσφυγόπουλα στον Βόλο,"['δημοτικό', 'σχολείο', 'νηπιαγωγείο', 'φοιτώ', 'προσφυγόπουλα', 'βόλο']",0,0,θλίψη
300 #προσφυγόπουλα θα φιλοξενηθούν στις παιδικές κατασκηνώσεις του Αγίου Ανδρέα του Δήμου Αθηναίων,"['προσφυγόπουλα', 'φιλοξενηθώ', 'παιδικός', 'κατασκηνώσει', 'αγίος', 'ανδρέο', 'δήμος', 'Αθηναίων', 'hundred']",-1,-1,θλίψη
“Ασυνόδευτα προσφυγόπουλα” ρημάζουν τη Μυτιλήνη,"['""', 'Ασυνόδευτα', 'προσφυγόπουλα', '""', 'ρημάζω', 'Μυτιλήνη']",0,0,θλίψη
μέσω @ethnikisinidisi #λαθρομεταναστες #ΝΔ_ξεφτιλες #ΝΔ_θελατε #νδ_no_borders #ΝΔ_Προδότες,"['λαθρομεταναστα', 'νδξεφτιλες', 'νδθεζω', 'νδno', 'νδπροδότε']",0,0,ουδέτερο
Το ΒΙΝΤΕΟ από τα Ιωάννινα που πρέπει να προβάλλεται σε γιγαντοθόνη στα σύνορα της χώρας,"['βιντεο', 'Ιωάννινα', 'πρέπει', 'προβάλλομαι', 'γιγαντοθόνη', 'σύνορος', 'χώρα']",0,0,θλίψη
"Η "" προσφυγοπουλα "" με βάψιμο ασορτί με μαντίλα έχει θράσος να διαμαρτυρηθεί για τα πάντα","['προσφυγοπουλα', 'βάψιμο', 'ασορτί', 'μαντίλος', 'θράσος', 'διαμαρτυρηθώ']",-1,-1,θυμός
Αφού δεν σ αρέσει κυρά μου άντε πίσω στην Πατρίδα σου,"['δεν', 'αρέσω', 'κυρά', 'άντε', 'στην', 'πατρίδας']",0,0,θλίψη
Η ένταξη των προσφυγόπουλων στο σχολείο είναι από τα καλύτερα παραδείγματα για να κατανοήσουμε τη σημασία των δράσεων που εξανθρώπιζαν τις συνθήκες διαβίωσης των προσφύγων εξομαλύνοντας τις κοινωνικές εντάσεις #προσφυγες #προσφυγοπουλα,"['ένταξη', 'προσφυγόπουλος', 'σχολείο', 'από', 'καλύτερος', 'παραδείγματας', 'κατανοήσω', 'σημασία', 'δράσεο', 'εξανθρώπιζαν', 'συνθήκε', 'διαβίωση', 'προσφύγα', 'εξομαλύνω', 'κοινωνικός', 'εντάσει', 'προσφυγε', 'προσφυγοπουλα']",1,2,θλίψη
Προσφυγόπουλα έρχονται στην Καλαμάτα @tharrosnews,"['Προσφυγόπουλα', 'έρχομαι', 'Καλαμάτα']",0,0,θλίψη
Νεαρή προσφυγοπούλα κάηκε ζωντανή σε προσφυγικό καταυλισμό αφήνοντας ορφανά ένα βρέφος και δυο μικρά παιδάκια,"['νεαρός', 'προσφυγοπούλα', 'κάηκε', 'ζωντανός', 'προσφυγικό', 'καταυλισμό', 'αφήνω', 'ορφανά', 'βρέφος', 'δυο', 'μικρά', 'παιδάκι']",1,1,θλίψη
Έρμαια της σεξουαλικής εκμετάλλευσης τα ανήλικα προσφυγόπουλα...,"['έρμαια', 'σεξουαλικός', 'εκμετάλλευση', 'ανήλικας', 'προσφυγόπουλα']",-1,-1,αηδία
via @ParagonPostGr,[],-1,-1,θλίψη
Έκθεση: Ευάλωτοι στη σεξουαλική κακοποίηση ανήλικοι και ασυνόδευτα προσφυγόπουλα,"['έκθεση', 'ευάλωτος', 'σεξουαλικός', 'κακοποίηση', 'ανήλικος', 'ασυνόδευτα', 'προσφυγόπουλα']",0,0,αηδία
Μιλώντας για την ΜΑΦΙΑ ΠΟΥ ΕΧΕΙ ΣΤΗΣΕΙ ΦΑΜΠΡΙΚΑ ΠΑΡΑΓΩΓΗΣ ΑΔΥΝΑΜΩΝ /ΕΥΑΛΩΤΩΝ ο παράνομος μετανάστης λέει:,"['μιλώντας', 'την', 'ΜΑΦΙΑ', 'εχει', 'στησει', 'φαμπρικας', 'παραγωγη', 'αδυναμο', 'ευαλωτος', 'παράνομος', 'μετανάστης', 'λέω']",-1,-1,θλίψη
"""Η υπηρεσία ασύλου γνωρίζει αλλά αδιαφορεί""","['υπηρεσία', 'ασύλο', 'γνωρίζω', 'αδιαφορώ']",0,0,θλίψη
"Αν αδιαφορεί για κάτι τέτοιο είναι μέρος του ""τέτοιου""","['αδιαφορώ', 'κάτι', 'είναι', 'μέρος', 'τέτοιου']",0,0,θλίψη
"Μετανάστης για πλαστές ιατρικές βεβαιώσεις: Η μαφία βρίσκεται στην Αθήνα, έως 3.000 ευρώ η ταρίφα - dete -","['μετανάστης', 'πλαστέ', 'ιατρικός', 'βεβαιώσει', 'μαφία', 'βρίσκομαι', 'Αθήνα', 'ευρώ', 'ταρίφος', 'thousand']",0,0,χαρά
i4EiJ8sMw,['four'],0,0,ουδέτερο
Την δυνατότητα να ψηφίζει από το σαλόνι του σπιτιού του με επιστολική ψήφο κ να βγάζει κυβερνήσεις εδώ.,"['δυνατότητα', 'ψηφίζω', 'σαλόνι', 'σπιτιός', 'επιστολικός', 'ψήφο', 'βγάζω', 'κυβερνήσει']",0,0,χαρά
"Έλληνας μετανάστης που δεν τον αγγίζει, όπως είπε, τι συμβαίνει με την Τουρκία κ να τα βγάλουμε πέρα μόνοι μας..με τον Κούλη κ τον Αλέξη.","['έλληνας', 'μετανάστης', 'δεν', 'αγγίζω', 'λέω', 'συμβαίνει', 'την', 'Τουρκία', 'τα', 'βγάλω', 'μόνος', 'μαςμε', 'Κούλη', 'αλέξη']",0,0,θλίψη
"Έλλην μετανάστης  έστειλε μήνυμα στην  Λιάνα  #Κανέλλη  λέγοντας πάνω κάτω πως η πατρίδα τον έστειλε στα ξένα,κι όλα όσα γίνονται εδώ δεν τον  αγγίζουν κι ούτε μπορεί να κάνει κάτι, κι αφού βγάλαμε τον ""Κούλη"" Αρχηγό κ τον ""Αλέξη"" Υπαρχηγό, να τα βγάλουμε πέρα  μόνοι μας #Realfm","['έλλην', 'μετανάστης', 'στέλνω', 'μήνυμας', 'λιάνος', 'κανέλλη', 'λέγω', 'κάτω', 'πατρίδας', 'στέλνω', 'ξένακι', 'όσα', 'γίνομαι', 'δεν', 'αγγίζω', 'μπορώ', 'κάνω', 'βγάζω', 'Κούλη', 'αρχηγό', 'αλέξη', 'υπαρχηγό', 'βγάλω', 'μόνος']",0,0,θλίψη
"@adorodokitos @margkor1 Αν τον ειχε δολοφονησει μεταναστης, θα τον ειχες ξεχασει.","['ειχε', 'δολοφονησω', 'μεταναστης', 'τον', 'ειχε', 'ξεχασω']",0,0,θλίψη
Πες μου εναν απο τους αστυνομικους που δολοδονησε η αριστερα (hint: 24 ανθρωποι),"['πες', 'εναν', 'απο', 'αστυνομικου', 'δολοδονησε', 'αριστερα', 'ανθρωποι']",0,0,έκπληξη
"Αν τον Γρηγοροπουλο τον δολοφονουσε μεταναστης, η αριστερα θα τον ειχε ηδη ξεχασει.","['γρηγοροπουλο', 'τον', 'δολοφονουσε', 'μεταναστη', 'αριστερα', 'τον', 'ειχε', 'ηδη', 'ξεχασω']",0,0,θλίψη
Απλα τωρα βολευει το αφηγημα:,"['απλας', 'τωρας', 'βολευει', 'αφηγημο']",0,0,ουδέτερο
"""Ενας αριστερος ανηλικος στα Εξαρχεια απο εναν μπατσο"".","['ενας', 'αριστερο', 'ανηλικο', 'εξαρχειας', 'απο', 'εναν', 'μπατσο']",0,0,έκπληξη
"@9TGX1iBmJReDNxr Αν τον σκοτωνε μεταναστης, λοιπον, μουγκα..","['σκοτωνε', 'μεταναστης', 'λοιπον', 'μουγκο']",0,0,ουδέτερο
Ούτε ένα σωστό οτοκορέκτ δεν μπορούν να φτιάξουν τα ζώα!,"['ένα', 'σωστό', 'οτοκορέκτ', 'μπορώ', 'φτιάζω', 'ζώα']",1,1,θλίψη
"Να γραφείς δηλαδή ""λαθρομετανάστης"" και να σου βγάζει αυτόματα: παράτυπος μετανάστης κατατρεγμένος ανήλικος 28 ετών χωρίς στον ήλιο μοίρα με αηφόν με 5.000€ για τον τράφικερ και συνεχή στύση...","['γραφείς', 'λαθρομετανάστης', 'βγάζω', 'αυτόματα', 'παράτυπος', 'μετανάστης', 'κατατρεγμένος', 'ανήλικος', 'ετής', 'στον', 'ήλιος', 'μοίρα', 'αηφόν', 'τον', 'τράφικερ', 'συνεχός', 'στύση', 'five']",-1,-1,θλίψη
@AVargasHeredia Κι έβαλαν... ακροδεξιά φίλτρα μη τυχόν και πάρει κανείς μετανάστης...,"['έβαλαν', 'ακροδεξιά', 'φίλτρο', 'τυχόν', 'πάρω', 'μετανάστης']",0,0,θλίψη
"@Crocodi01891627 Υπάρχει και η ""διεθνιστική"" παράμετρος που τους ενώνει. Για τους Μωαμεθανούς δεν υπάρχουν πατρίδες. Μόνο δυο: το Σπίτι του Ισλάμ και το Σπίτι του Πολέμου. Εξ ου η ""κινητικότητα"" είναι σήμα κατατεθέν τους. Πρώτος μετανάστης στην ιστορία του Ισλάμ ήταν ο ίδιος ο Μωάμεθ.","['υπάρχω', 'διεθνιστικός', 'παράμετρο', 'ενώνω', 'τους', 'Μωαμεθανούς', 'υπάρχω', 'πατρίδα', 'δυο', 'σπίτι', 'ισλάμ', 'σπίτι', 'πολέμο', 'η', 'κινητικότητα', 'σήμα', 'κατατεθέν', 'τους', 'πρώτος', 'μετανάστης', 'ιστορία', 'ισλάμ', 'ο', 'μωάμεθ', 'million', 'eight', 'and', 'thousand', 'six', 'and']",0,0,θλίψη
"Επίθεση Ν.Μπακογιάννη σε Α.Σαμαρά: «Οι Πρέσπες δεν αλλάζουν! - “Τι μετανάστης, τι λαθρομετανάστης” οι λέξεις αλλάζουν»!","['επίθεση', 'ΝΜπακογιάννη', 'ασαμαρά', 'πρέσπε', 'αλλάζω', '""', 'τι', 'μετανάστης', 'λαθρομετανάστης', '""', 'λέξει', 'αλλάζω']",-1,-1,θλίψη
"@Thalassinh Καντε εικονα οτι μερικα μετρα πιο περα , υπσρχει ΑΤΜ απο το οποιο ενας ""μεταναστης"" κανει αναληψη του επιδοματος....την ωρα που ο αστεγος σχοινοβατει μεταξυ πνευμονιας και θανατου απο απαγωγη κ αφαιρεση οργανων....","['καντε', 'εικονας', 'οτι', 'μερικας', 'μετρο', 'περα', 'υπσρχω', 'ατμ', 'απο', 'οποιος', 'ενα', 'μεταναστη', 'κανω', 'αναληψη', 'επιδοματοςτην', 'ωρα', 'αστεγο', 'σχοινοβατω', 'μεταξυ', 'πνευμονια', 'θανατος', 'απο', 'απαγωγη', 'αφαιρεση', 'οργανα']",0,0,θλίψη
Τωρα συνεχιστε να πεφτετε απο τα συνεφα.,"['τωρας', 'συνεχιστε', 'πεφτω', 'απο', 'συνεφο']",0,0,έκπληξη
Μετανάστης στην Πάρο ο παίχτης.,"['μετανάστης', 'πάρο', 'παίχτης']",0,0,θυμός
Μάλλον καλοκαίρια σε μπιτσόμπαρα στην Πούντα θα ήταν μετανάστης #XFactorGR,"['καλοκαίρι', 'μπιτσόμπαρος', 'πούνα', 'ήταν', 'μετανάστης']",0,0,θλίψη
@AntilianKotzai Είναι ρατσιστική η δήλωση...,"['ρατσιστικός', 'δήλωση']",0,0,φόβος
Πρέπει να εισαι πρόσφυγας η μετανάστης για να σε φροντίσει ο Γιατρος;;,"['εισαι', 'πρόσφυγας', 'μετανάστης', 'φροντίσω', 'Γιατρος']",0,0,θλίψη
έσβος: Από έκρηξη φιάλης ο θάνατος της 27χρονης από το Αφγανιστάν,"['έσβος', 'έκρηξη', 'φιάλης', 'θάνατος', 'χρονης', 'αφγανιστάν']",-1,-2,θλίψη
Λέσβος: Έτσι τους 'βάπτιζαν' «ευάλωτους πρόσφυγες» - Σοκάρουν τα στοιχεία που βγήκαν στο φως - EL,"['Λέσβος', 'τους', 'βάπτιζαν', 'ευάλωτους', 'πρόσφυγα', 'σοκάρω', 'στοιχείο', 'βγαίνω', 'φως']",0,0,θλίψη
"Ξεσηκώνονται τα νησιά: Εμπόδισαν την αποβίβαση μεταναστών στη Λέρο – Λέσβος, Χίος, Σάμος αντιδρούν σε νέες δομές","['ξεσηκώνομαι', 'νησί', 'εμπόδομαι', 'αποβίβαση', 'μεταναστός', 'Λέρο', 'Λέσβος', 'Χίος', 'Σάμος', 'αντιδρώ', 'νέες', 'δομή']",0,0,φόβος
Λέσβος: Κύκλωμα παράνομων γνωματεύσεων «μετατραυματικού στρες» σε αιτούντες άσυλο εξάρθρωσε η ΕΛΑΣ,"['Λέσβος', 'Κύκλωμα', 'παράνομα', 'γνωματεύσεα', 'μετατραυματικός', 'στρες', 'αιτούντες', 'άσυλο', 'εξάρθρωσε', 'ελα']",-1,-2,θλίψη
"Λέσβος: για εγκληματικό δίκτυο εφοδιασμού γνωματεύσεων «μετατραυματικού στρες» σε πρόσφυγες, κάνει λόγο η Αστυνομία","['λέσβος', 'εγκληματικό', 'δίκτυο', 'εφοδιασμός', 'γνωματεύσεα', 'μετατραυματικός', 'στρες', 'πρόσφυγα', 'κάνω', 'λόγο', 'αστυνομία']",-1,-1,θλίψη
"- Λέσβος: για εγκληματικό δίκτυο εφοδιασμού γνωματεύσεων ""μετατραυματικού στρες"" σε πρόσφυγες, κάνει λόγο η Αστυν...","['λέσβος', 'εγκληματικό', 'δίκτυο', 'εφοδιασμός', 'γνωματεύσεα', 'μετατραυματικός', 'στρες', 'πρόσφυγα', 'κάνω', 'λόγο', 'αστυν']",-1,-1,θλίψη
Λέσβος: Κύκλωμα παράνομων γνωματεύσεων «μετατραυματικού στρες» σε αιτούντες άσυλο εξάρθρωσε η ΕΛΑΣ  #Ελλάδα #αιτούντες_άσυλο #γνωματεύσεις #Κύκλωμα,"['Λέσβος', 'Κύκλωμα', 'παράνομα', 'γνωματεύσεα', 'μετατραυματικός', 'στρες', 'αιτούντες', 'άσυλο', 'εξάρθρωσε', 'ελα', 'Ελλάδα', 'αιτούντεςάσυλο', 'γνωματεύσει', 'Κύκλωμα']",-1,-2,χαρά
Λέσβος: Σπείρα χορηγούσε ψευδείς βεβαιώσεις «μετατραυματικού στρες» σε αιτούντες άσυλο -,"['Λέσβος', 'σπείρα', 'χορηγώ', 'ψευδείς', 'βεβαιώσει', 'μετατραυματικός', 'στρες', 'αιτούντες', 'άσυλο']",-1,-1,αηδία
Νεαρή πρόσφυγας από το Αφγανιστάν παρουσίασε την κολεξιόν μόδας που σχεδίασε,"['νεαρός', 'πρόσφυγας', 'αφγανιστάν', 'παρουσίασε', 'κολεξιόν', 'μόδα', 'σχεδίασε']",0,0,αηδία
"η ιδιότητα «πρόσφυγας» αποδίδεται στην πρώτη ΟΜΟΡΗ, ασφαλή χώρα. Και η Τουρκία είναι η πρώτη όμορη χώρα με την Συρία και έχει κριθεί διεθνώς, όπως και από το ελληνικό ΣτΕ, ως «ασφαλής χώρα». Σε κάθε άλλη χώρα και χωρίς νόμιμα έγγραφα ο επίδοξος πρόσφυγας είναι παράνομος.","['ιδιότητος', 'πρόσφυγας', 'αποδίδομαι', 'ομορη', 'ασφαλός', 'χώρα', 'Τουρκία', 'πρώτη', 'όμορη', 'χώρα', 'την', 'Συρία', 'έχω', 'κριθώ', 'διεθνώς', 'ελληνικό', 'στε', 'ασφαλής', 'χώρα', 'κάθε', 'χώρα', 'και', 'χωρίς', 'νόμιμας', 'έγγραφο', 'επίδοξος', 'πρόσφυγας', 'παράνομος']",0,0,θλίψη
@Skolyx Και 400 τον μήνα που είσαι πρόσφυγας,"['τον', 'μήνας', 'είσαι', 'πρόσφυγας', 'hundred']",0,0,θλίψη
Λαμία: Ένοχος για 2 βιασμούς αλλά ελεύθερος ο 35χρονος πρώην εθνοφρουρός,"['λαμίος', 'ένοχο', 'βιασμούς', 'ελεύθερος', 'χρονο', 'πρώην', 'εθνοφρουρός']",1,1,θλίψη
Να υποθέσω πως αν ο βιαστής ήταν Αφγανός πρόσφυγας θα τον ελευθέρονταν κι αυτόν όπως τον πρώην εθνοφρουρό έτσι;,"['υποθέσω', 'βιαστής', 'αφγανός', 'πρόσφυγας', 'ελευθέρομαι', 'όπως', 'τον', 'πρώην', 'εθνοφρουρό']",1,1,θλίψη
@tilevoasartas Ποιος είναι ο πρόσφυγας? Μαροκινός και κ Σομαλός? Μόνο στην Συρία γίνεται πόλεμος και μόνο το 2% σύμφωνα με έγγραφα του χρησοχοειδη είναι Σύριοι. Δεν είναι ούτε πρόσφυγες ούτε κατατρεγμένοι. Καταραμένη φτώχια είναι που έρχεται λαθραία εδώ στην πτωχευμένη Ελλάδα,"['ποιος', 'πρόσφυγας', 'μαροκινός', 'Σομαλός', 'στην', 'Συρία', 'γίνομαι', 'πόλεμος', 'μόνο', 'σύμφωνα', 'έγγραφο', 'χρησοχοειδη', 'σύριος', 'πρόσφυγα', 'κατατρεγμένοι', 'καταραμένη', 'φτώχια', 'είναι', 'που', 'έρχομαι', 'λαθραίος', 'στην', 'πτωχευμένη', 'Ελλάδα']",0,0,θλίψη
Η πολιτική είδηση της ημέρας,"['πολιτικός', 'είδηση', 'ημέρα']",0,0,θλίψη
Η Κομισιον δεν χρηματοδοτεί  το σχέδιο της κυβέρνησης για τα κλειστού τύπου κέντρα γιατί,"['Κομισιον', 'χρηματοδοτώ', 'σχέδιο', 'κυβέρνηση', 'κλειστός', 'τύπου', 'κέντρο']",0,0,θλίψη
"""σύμφωνα με το Δίκαιο της ΕΕ, ένας αιτών άσυλο ή πρόσφυγας δεν μπορεί να κρατείται. ""","['σύμφωνα', 'δίκαιο', 'αιτών', 'άσυλο', 'πρόσφυγας', 'μπορώ', 'κρατείται']",0,0,θλίψη
"No money, no party,  είπε η Κομισιόν στην #κυβερνηση_τσιρκο του","['party', 'λέω', 'κομισιόν', 'κυβερνησητσιρκο']",0,0,θλίψη
#Μητσοτάκη για τα κλειστά κέντρα-φυλακές προσφύγων/μεταναστών.,"['μητσοτάκη', 'κλειστά', 'κέντραφυλακός', 'προσφύγωνμεταναστά']",0,0,θλίψη
"Αν τα φτιάξετε με δικά σας λεφτά, να έχετε υπόψη ότι","['φτιάζω', 'δικά', 'λεφτά', 'έχω', 'ότι']",0,0,θλίψη
"""σύμφωνα με το Δίκαιο της ΕΕ, ένας αιτών άσυλο ή πρόσφυγας δεν μπορεί να κρατείται.""","['σύμφωνα', 'δίκαιο', 'αιτών', 'άσυλο', 'πρόσφυγας', 'μπορώ', 'κρατείται']",0,0,θλίψη
"Χιλιάδες  τουϊ γράψαμε,  σπαταλώντας φαιά ουσία, για τα κλειστά κέντρα φυλακές του Μητσοτάκη,  για να μας θυμίσουν οι κουτόφραγκοι ότι σύμφωνα με το Δίκαιο της ΕΕ, ένας αιτών άσυλο ή πρόσφυγας δεν μπορεί να κρατείται.","['χιλιάδες', 'τουϊ', 'γράψαμε', 'σπαταλώντας', 'φαιά', 'ουσία', 'κλειστά', 'κέντρο', 'φυλακός', 'μητσοτάκη', 'θυμίσω', 'κουτόφραγκοι', 'σύμφωνα', 'δίκαιο', 'αιτών', 'άσυλο', 'πρόσφυγας', 'μπορώ', 'κρατείται']",0,0,θλίψη
Δεν μας λυπάστε βρε #ΝΔ_ξεφτιλες  ;,"['μας', 'λυπάστε', 'βρε', 'ΝΔξεφτιλες']",0,0,θλίψη
@diplohmixrono @CeliaSanchez_gr Η γιαγιά μου ήταν από την Σμύρνη πρόσφυγας που πέρασε χίλια βάσανα Τώρα για την μάνα σου δεν ξέρω δικό σου το πρόβλημα. Προσωπική μου άποψη είναι ότι ο ΣΥΡΙΖΑ είναι φιασιστερα και πιστεύει στον ολοκληρωτισμό. Τέλος.,"['γιαγιά', 'ήταν', 'Σμύρνη', 'πρόσφυγας', 'περνώ', 'χίλιας', 'βάσανο', 'για', 'την', 'μάνα', 'δεν', 'ξέρω', 'σου', 'πρόβλημα', 'προσωπικός', 'άποψη', 'ότι', 'συριζο', 'φιασιστερα', 'πιστεύω', 'ολοκληρωτισμό', 'τέλος']",-1,-1,θλίψη
Νεαρή πρόσφυγας από το Αφγανιστάν δημιούργησε τη δική της κολεξιόν μόδας στην Αθήνα,"['νεαρός', 'πρόσφυγας', 'αφγανιστάν', 'δημιούργησε', 'δικός', 'κολεξιόν', 'μόδα', 'Αθήνα']",0,0,θλίψη
"Η Διεθνής Αμνηστία ας μην ανησυχεί τόσο, ο ξεβρακωμένος ΔΕΝ ήταν μετανάστης.","['διεθνός', 'Αμνηστία', 'μην', 'ανησυχώ', 'ξεβρακωμένος', 'ήταν', 'μετανάστης']",0,0,θλίψη
"Επίσης δεν την είδαμε καθόλου να ανησυχεί ποτέ για τους αστυνομικούς με εγκαύματα, τους πολίτες με αυτοκίνητα που κάηκαν και τους καταστηματάρχες με λεηλατημένα καταστήματα.","['δεν', 'βλέπω', 'ανησυχώ', 'για', 'αστυνομικούς', 'εγκαύματο', 'πολίτες', 'αυτοκίνητο', 'κάηκαν', 'τους', 'καταστηματάρχες', 'λεηλατημένος', 'καταστήμαα']",0,0,θλίψη
@eirinipa Κι όσο για την αφορμή θα πω το εξής:,"['για', 'αφορμή', 'εξής']",0,0,θλίψη
"Λίγο καιρό μετά, σκοτώθηκε από την αστυνομία στο Βύρωνα μετανάστης. Τυχαία. Περνούσε από το σημείο και τον πέτυχε η σφαίρα του αστυνομικού είπανε. Άτυχος είπανε, κατά λάθος είπανε. ΜΙΛΗΣΕ ΚΑΝΕΙΣ;","['καιρό', 'σκοτώθηκε', 'την', 'αστυνομία', 'βύρωνα', 'μετανάστης', 'τυχαίο', 'περνώ', 'σημείο', 'τον', 'πέτυχε', 'σφαίρα', 'αστυνομικός', 'λέω', 'άτυχο', 'λέω', 'λάθος', 'λέω', 'μιλησε', 'κανει']",0,0,θλίψη
Γιατί να μιλήσει; Δεν ήτανε ο δύστυχος 2/,"['μιλήσω', 'ήτανε', 'δύστυχο']",0,0,θλίψη
"Χρόνια πολλά στη μικρή Άννα, η οποία στα 10 της έγινε καλλιτεχνική μετανάστης και το φοβήθηκε λιγότερο από τον μπαμπά της, στην Άννα που μεγαλώνει και δυναμώνει, που πήρε τη σπάνια ομορφιά και το ταλέντο της μάνας της, στην Άννα την ανήλικη φεμινίστρια, στην Άννα που είναι όλα","['χρόνια', 'στη', 'μικρός', 'άννας', 'οποία', 'καλλιτεχνικός', 'μετανάστης', 'φοβήθηκε', 'από', 'μπαμπά', 'άννος', 'μεγαλώνω', 'δυναμώνω', 'πήρε', 'σπάνιος', 'ομορφιά', 'ταλέντο', 'μάνα', 'της', 'στην', 'άννος', 'ανήλικη', 'φεμινίστρια', 'στην', 'άννος', 'είναι']",1,1,θλίψη
Μετανάστης παρασύρθηκε και σκοτώθηκε από τουριστικό λεωφορείο στην Εγνατία έξω από την Καστοριά |,"['μετανάστης', 'παρασύρθηκε', 'σκοτώθηκε', 'τουριστικό', 'λεωφορείο', 'εγνατίο', 'από', 'καστορί']",0,0,θλίψη
- 24 ώρες Τοπικές ειδήσεις Δυτ,"['ώρες', 'τοπικός', 'ειδήσει', 'δυτ']",0,0,θλίψη
@Aristeidis_B Κάνε focus... Ήρθε πριν 20 χρόνια μετανάστης... Σήμερα ήρθε να μου περάσει τα πλακάκια,"['κάνε', 'ήρθε', 'χρόνια', 'μετανάστης', 'σήμερα', 'ήρθε', 'μου', 'περάσω', 'πλακάκι']",0,0,θλίψη
"Ήρθε που λέτε ο άνθρωπος να μου περάσει τα πλακάκια της κουζίνας.Από την Πολωνια μετανάστης.Πιάνουμε την συζητηση.Νομική μου λέει έχω τελειώσει.Συνταγματολογος ήμουν.Κ φαίνεται η μόρφωση κ η παιδεία του μέσα από τον διάλογο.Αλλα εσείς δεν θέλετε τους ξένους. Εσεις, οι τεμπεληδες!","['ήρθε', 'λέτε', 'άνθρωπος', 'περάσω', 'πλακάκι', 'κουζίναςαπό', 'πολωνι', 'μετανάστηςπιάνω', 'συζητησηνομικός', 'μου', 'λέω', 'τελειώσεισυνταγματολογο', 'ήμουνκ', 'φαίνεται', 'μόρφωση', 'παιδείος', 'μέσα', 'τον', 'διάλογοαλλας', 'δεν', 'θέλω', 'ξένους', 'εσει', 'τεμπεληδε']",1,1,θλίψη
"@KKentavrus @vastageraDNT Ο μετανάστης δεν είναι ισλαμοφασίστας. Εσύ, αντιθέτως είσαι φασίστας και ρατσιστής με πατέντα.","['μετανάστης', 'είναι', 'ισλαμοφασίστας', 'αντιθέτως', 'φασίστας', 'ρατσιστής', 'πατέντα']",-1,-2,θλίψη
@AthanDim Είχε ξαναδεί δρόμο ταχείας κυκλοφορίας ο 'μετανάστης ' από εκεί που ηρθε;;,"['ξαναδεί', 'δρόμο', 'ταχείας', 'κυκλοφορία', 'μετανάστης', 'εκεί', 'ηρθε']",0,0,φόβος
Μετανάστης παρασύρθηκε και σκοτώθηκε από τουριστικό λεωφορείο στην Εγνατία | ekriti,"['μετανάστης', 'παρασύρθηκε', 'σκοτώθηκε', 'τουριστικό', 'λεωφορείο', 'εγνατίο']",0,0,αηδία
Συνελήφθη 19χρονος μετανάστης για απόπειρα ανθρωποκτονίας στα επεισόδια του Οκτωβρίου,"['συνελήφθη', 'χρονο', 'μετανάστης', 'απόπειρας', 'ανθρωποκτονία', 'επεισόδιος', 'οκτωβρίο']",-1,-1,φόβος
Σάμος: Μετανάστης συνελήφθη για απόπειρα ανθρωποκτονίας μετά την αιματηρή συμπλοκή στις 14 Οκτωβρίου,"['σάμο', 'μετανάστης', 'συνελήφθη', 'απόπειρας', 'ανθρωποκτονία', 'την', 'αιματηρή', 'συμπλοκός', 'οκτωβρίο']",-1,-1,θλίψη
Καστοριά: Μετανάστης παρασύρθηκε και σκοτώθηκε από τουριστικό λεωφορείο στην Εγνατία | Kozani Media,"['καστορί', 'μετανάστης', 'παρασύρθηκε', 'σκοτώθηκε', 'τουριστικό', 'λεωφορείο', 'εγνατίο']",0,0,αηδία
Νεκρός από τροχαίο μετανάστης στην Καστοριά #ΚΑΣΤΟΡΙΑ,"['νεκρός', 'τροχαίο', 'μετανάστης', 'καστοριά', 'καστοριας']",-1,-1,θλίψη
Νεκρός μετανάστης στην Καστοριά από τροχαίο,"['νεκρός', 'μετανάστης', 'καστορί', 'τροχαίο']",-1,-1,θλίψη
Καστοριά: Μετανάστης παρασύρθηκε και σκοτώθηκε από τουριστικό λεωφορείο,"['καστορί', 'μετανάστης', 'παρασύρθηκε', 'σκοτώθηκε', 'τουριστικό', 'λεωφορείο']",0,0,αηδία
Αυτός ο δήθεν μετανάστης μπήκε παράνομα στην πατρίδα μας έχει 5 ονόματα.. Ταυτοποιήθηκε σε 4 διαφορικά κέντρα.. Παίρνει 5 επιδόματα σαν να είναι 5 διαφορετικά άτομα..,"['μετανάστης', 'μπήκε', 'παράνομα', 'πατρίδας', 'έχω', 'ονόματο', 'ταυτοποιήθηκε', 'διαφορικά', 'κέντρο', 'παίρνω', 'επιδόματο', 'διαφορετικά', 'άτομο', 'five']",-1,-1,θλίψη
Θεσσαλονίκη: Επιχείρηση της ΕΛΑΣ για την παράνομη μετανάστευση - 67 συλλήψεις,"['Θεσσαλονίκη', 'επιχείρηση', 'ελας', 'την', 'παράνομη', 'μετανάστευση', 'συλλήψει']",-1,-1,θλίψη
#LiberalGr,[],-1,-1,θλίψη
