Text,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Emotion
στάση,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
αποπλανητικός,0,1,0,0,0,0,0,0,['anticipation']
ψάχνω,0,1,0,0,0,0,0,0,['anticipation']
διαχωρίζω,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
αρπάζω,0,0,0,1,0,0,0,0,['fear']
κατάσχεση,0,0,0,1,0,0,0,0,['fear']
εγωιστικός,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
γερουσία,0,0,0,0,0,0,0,1,['trust']
γεροντικός,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
αρχαιότητα,0,0,0,0,0,0,0,1,['trust']
εντυπωσιακός,0,0,0,0,1,0,0,0,['joy']
αναίσθητος,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
αισθησιακός,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
φιληδονία,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
αισθησιακός,0,0,0,0,1,0,0,0,['joy']
πρόταση,1,1,1,1,0,1,0,0,"['anger', 'anticipation', 'disgust', 'fear', 'sadness']"
φρουρός,0,0,0,0,0,0,0,1,['trust']
φρουρός,0,0,0,0,0,0,0,1,['trust']
σχισματικός,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
σήψη,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
σηπτικός,0,0,1,0,0,0,0,0,['disgust']
η συνέχεια,0,1,0,0,0,0,0,0,['anticipation']
κατάσχεση,0,0,0,0,0,1,0,0,['sadness']
γαλήνιος,0,0,0,0,0,0,0,1,['trust']
ηρεμία,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
κατα συρροη,0,1,0,0,0,0,0,0,['anticipation']
σειρά,0,0,0,0,0,0,0,1,['trust']
σοβαρότητα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κήρυγμα,0,0,0,0,0,0,0,1,['trust']
φίδι,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
υπηρέτης,0,0,0,0,0,0,0,1,['trust']
σερβίρισμα,0,0,0,0,0,0,0,1,['trust']
δουλοπρεπής,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
οπισθοδρόμηση,0,0,0,0,0,1,0,0,['sadness']
εγκαταστάτη,0,0,0,1,0,0,0,0,['fear']
αποκοπή,0,0,0,0,0,1,0,0,['sadness']
απόβλητα,0,0,1,0,0,0,0,0,['disgust']
υπόνομος,0,0,1,0,0,0,0,0,['disgust']
δίκτυο αποχέτευσης,0,0,1,0,0,0,0,0,['disgust']
φύλο,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
παλιός,0,0,1,0,0,0,0,0,['disgust']
καλύβα,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
δεσμεύω,1,1,1,1,0,1,0,0,"['anger', 'anticipation', 'disgust', 'fear', 'sadness']"
σκιερός,0,0,0,1,0,0,0,0,['fear']
κλονισμός,0,0,0,1,0,0,0,0,['fear']
επισφαλής,1,1,0,1,0,0,0,0,"['anger', 'anticipation', 'fear']"
απάτη,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ντροπή,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
επαίσχυντος,0,0,0,0,0,1,0,0,['sadness']
αναίσχυντος,0,0,1,0,0,0,0,0,['disgust']
Σαγκάη,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
γάμπα,0,0,0,1,0,0,0,0,['fear']
μερίδιο,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
ακονίζω,1,1,0,0,0,0,0,0,"['anger', 'anticipation']"
θρυμματίζω,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
καταστρέφονται,0,0,0,0,0,1,0,0,['sadness']
κέλυφος,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
καταφύγιο,0,0,0,0,0,0,0,1,['trust']
Βοσκός,0,0,0,0,0,0,0,1,['trust']
σερίφης,0,0,0,0,0,0,0,1,['trust']
λάμψη,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
πλοίο,0,1,0,0,0,0,0,0,['anticipation']
ναυάγιο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
σκατά,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ρίγος,1,1,0,1,0,1,0,0,"['anger', 'anticipation', 'fear', 'sadness']"
σοκ,1,0,0,1,0,0,1,0,"['anger', 'fear', 'surprise']"
συγκλονιστικά,0,0,0,0,0,0,1,0,['surprise']
πλαστός,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
βλαστός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
shooter,0,0,0,1,0,0,0,0,['fear']
κυνήγι,1,0,0,1,0,0,0,0,"['anger', 'fear']"
καταστηματάρχης,0,0,0,0,0,0,0,1,['trust']
κλεψιά από κατάστημα,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ψώνια,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
έλλειψη,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
σε σύντομο χρονικό διάστημα,0,1,0,0,0,0,0,0,['anticipation']
βολή,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
ώμος,0,0,0,0,0,0,0,1,['trust']
κραυγή,1,0,0,0,0,0,1,0,"['anger', 'surprise']"
σπρώχνω,1,0,0,0,0,0,0,0,['anger']
προβολή,0,0,0,0,0,0,0,1,['trust']
μύδρος,0,0,0,1,0,0,0,0,['fear']
σκούζω,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
διαπεραστικός,1,0,0,1,0,0,1,0,"['anger', 'fear', 'surprise']"
μαζεύω,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
σάβανο,0,0,0,0,0,1,0,0,['sadness']
ανατριχιάζω,0,0,0,1,0,0,0,0,['fear']
αποφεύγω,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
NO TRANSLATION,0,0,0,0,0,0,0,1,['trust']
άρρωστος,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
αηδής,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
ασθενικός,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
ασθένεια,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
υπογραφή,0,0,0,0,0,0,0,1,['trust']
δηλώ,0,1,0,0,0,0,0,0,['anticipation']
ανόητος,0,0,0,0,1,0,0,0,['joy']
σιγοβράζω,1,1,0,0,0,0,0,0,"['anger', 'anticipation']"
σιγοβράζοντας,0,1,0,0,0,0,0,0,['anticipation']
απλοποιώ,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
NO TRANSLATION,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
ειλικρινής,0,0,0,0,0,0,0,1,['trust']
αμαρτωλός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
τραγουδώ,0,1,0,0,1,1,0,1,"['anticipation', 'joy', 'sadness', 'trust']"
μεμονωμένα,0,0,0,0,0,0,1,0,['surprise']
απαίσιος,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
αμαρτωλός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
αμαρτία,0,0,1,0,0,0,0,0,['disgust']
Κύριε,0,0,0,0,0,0,0,1,['trust']
σειρήνα,0,0,0,1,0,0,0,0,['fear']
αδελφότητα,1,0,0,0,0,1,1,1,"['anger', 'sadness', 'surprise', 'trust']"
τσιτσίρισμα,1,0,0,0,0,0,0,0,['anger']
λοξή,1,1,0,0,0,0,0,0,"['anger', 'anticipation']"
ολισθαίνω,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
επιδέξιος,0,0,0,0,0,0,0,1,['trust']
αψιμαχία,1,0,0,0,0,0,0,0,['anger']
χτύπημα,1,0,0,1,0,0,1,0,"['anger', 'fear', 'surprise']"
συκοφαντία,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
σφαλιάρα,1,0,0,0,0,0,1,0,"['anger', 'surprise']"
εγκοπή,1,0,0,0,0,0,0,0,['anger']
σφαγή,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
σφαγείο,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
σφαγή,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
δούλος,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
σκλαβιά,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
σκοτώνω,1,0,0,0,0,0,0,0,['anger']
φονιάς,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
λάσπη,0,0,1,0,0,0,0,0,['disgust']
γλοιώδης,0,0,1,0,0,0,0,0,['disgust']
γλιστράω,0,0,0,0,0,0,1,0,['surprise']
NO TRANSLATION,0,0,1,0,0,0,0,0,['disgust']
τσαπατσούλης,0,0,1,0,0,0,0,0,['disgust']
νωθρότητα,0,0,1,0,0,0,0,0,['disgust']
λάσπη,0,0,1,0,0,0,0,0,['disgust']
γυμνοσάλιαγκας,0,0,1,0,0,0,0,0,['disgust']
βραδύς,0,0,0,0,0,1,0,0,['sadness']
πτωχογειτονιά,0,0,1,0,0,0,0,0,['disgust']
κατάπτωση,0,0,0,0,0,1,0,0,['sadness']
μομφή,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
λίπος,0,0,1,0,0,0,1,0,"['disgust', 'surprise']"
πόρνη,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
πονηρός,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
σκαμπίλι,1,0,0,0,0,0,0,0,['anger']
σπάσιμο,1,0,0,1,0,0,0,0,"['anger', 'fear']"
μυρωδιά,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
οσφραντικός,0,0,1,0,0,0,0,0,['disgust']
χαμόγελο,0,0,0,0,1,0,1,1,"['joy', 'surprise', 'trust']"
χαμογελαστά,0,0,0,0,1,0,0,0,['joy']
χτυπώ,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
σιδηρουργός,0,0,0,0,0,0,0,1,['trust']
πνίγω,1,0,0,0,0,0,0,0,['anger']
εισάγω λαθρέως,0,0,0,1,0,0,0,0,['fear']
λαθρέμπορος,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
καπνιά,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
απροσδόκητο εμπόδιο,0,0,0,0,0,0,1,0,['surprise']
φίδι,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
παγίδα,0,0,0,1,0,0,0,0,['fear']
γρύλισμα,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
γκρινιάρης,1,0,0,0,0,0,0,0,['anger']
έρπω,1,0,0,1,0,0,1,0,"['anger', 'fear', 'surprise']"
κρυφός,0,1,0,1,0,0,0,1,"['anticipation', 'fear', 'trust']"
χλεύη,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
φτάρνισμα,0,0,1,0,0,0,1,0,"['disgust', 'surprise']"
φύσημα,0,0,0,0,0,1,0,0,['sadness']
NO TRANSLATION,0,0,0,0,0,1,0,0,['sadness']
νηφαλιότητα,0,0,0,0,0,0,0,1,['trust']
σολιαλισμός,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
σοσιαλιστής,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
έδαφος,0,0,1,0,0,0,0,0,['disgust']
λερωμένος,0,0,1,0,0,0,0,0,['disgust']
στρατιώτης,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
αλληλεγγύη,0,0,0,0,0,0,0,1,['trust']
στερεότητα,0,0,0,0,0,0,0,1,['trust']
σωματικός,0,0,0,0,0,0,1,0,['surprise']
λύτης,0,0,0,0,0,1,0,0,['sadness']
υποβρύχιο ραντάρ,0,1,0,0,0,0,0,0,['anticipation']
σονέττο,0,0,0,0,1,1,0,0,"['joy', 'sadness']"
ηχηρός,0,0,0,0,1,0,0,0,['joy']
αιθάλη,0,0,1,0,0,0,0,0,['disgust']
πραϋντικός,0,0,0,0,1,0,0,1,"['joy', 'trust']"
μαγεία,0,1,0,1,0,0,1,0,"['anticipation', 'fear', 'surprise']"
ρυπαρός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
πληγή,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
οδυνηρώς,0,0,0,0,0,1,0,0,['sadness']
πόνος,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
λύπη,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
θλιμμένος,0,0,0,0,0,1,0,0,['sadness']
NO TRANSLATION,0,0,0,1,0,0,0,0,['fear']
άψυχος,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
αδελφή ψυχή,0,0,0,1,0,0,0,0,['fear']
ορθότητα,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
θυμώνω,0,0,1,0,0,0,0,0,['disgust']
κυρίαρχος,0,0,0,0,0,0,0,1,['trust']
ιαματική πηγή,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
σπανιέλ,0,0,0,0,1,0,0,1,"['joy', 'trust']"
δέρνω,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
ξύλισμα,1,0,0,0,0,0,0,0,['anger']
λάμπω,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
σπασμός,0,0,0,1,0,0,0,0,['fear']
γκέτα,1,0,0,0,0,0,0,0,['anger']
δόρυ,1,1,0,1,0,0,0,0,"['anger', 'anticipation', 'fear']"
ειδικός,0,0,0,0,1,0,0,0,['joy']
ειδικός,0,0,0,0,0,0,0,1,['trust']
NO TRANSLATION,0,0,0,0,0,0,0,1,['trust']
κηλίδα,0,0,1,0,0,0,0,0,['disgust']
θεαματικός,0,1,0,0,0,0,1,0,"['anticipation', 'surprise']"
φάντασμα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κερδοσκοπία,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κερδοσκοπικός,0,1,0,0,0,0,0,0,['anticipation']
εξεμώ,0,0,1,0,0,0,0,0,['disgust']
αράχνη,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
ακίδα,0,0,0,1,0,0,0,0,['fear']
ΣΠΟΝΔΥΛΙΚΗ ΣΤΗΛΗ,1,0,0,0,0,0,0,0,['anger']
γεροντοκόρη,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
οινοπνευματώδη,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
σούβλα,0,0,1,0,0,0,0,0,['disgust']
πείσμα,1,0,0,0,0,0,0,0,['anger']
μοχθηρός,1,0,0,0,0,0,0,0,['anger']
βουτιά,0,0,0,0,0,0,1,0,['surprise']
λαμπρός,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
μεγαλείο,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
δυνατός,0,0,0,0,0,1,0,0,['sadness']
λεία,0,0,1,0,0,0,0,0,['disgust']
φθείρων,0,0,0,0,0,1,0,0,['sadness']
εκπρόσωπος,0,0,0,0,0,0,0,1,['trust']
ανάδοχος,0,0,0,0,0,0,0,1,['trust']
φάντασμα,0,0,0,1,0,0,0,0,['fear']
πεντακάθαρος,0,0,0,0,0,0,0,1,['trust']
σύζυγος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εξάρθρωση,0,0,0,0,0,1,0,0,['sadness']
ξωτικό,0,0,0,1,0,0,0,0,['fear']
ώθηση,0,0,0,1,0,0,0,0,['fear']
πλαστός,0,0,1,0,0,0,0,0,['disgust']
καταιγίδα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
τάση προς εμετό,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
συντρίβω,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ανησυχώ,0,0,1,0,0,0,0,0,['disgust']
μαχαιριά,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
σταθερός,0,0,0,0,0,0,0,1,['trust']
εναλλαγή,0,0,0,0,0,0,1,0,['surprise']
στάσιμος,0,0,0,0,0,1,0,0,['sadness']
λεκές,0,0,1,0,0,0,0,0,['disgust']
αδιέξοδο,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
κοτσάνι,0,0,0,1,0,0,0,0,['fear']
αναβάλλω,0,0,1,0,0,0,0,0,['disgust']
σθένος,0,0,0,0,0,0,0,1,['trust']
απόσβεση,1,0,0,1,0,0,0,0,"['anger', 'fear']"
στάση,1,0,0,0,0,0,0,0,['anger']
αστέρι,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
εντελώς,0,0,0,0,0,0,0,1,['trust']
έναστρος,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
αρχή,0,1,0,0,0,0,0,0,['anticipation']
ξάφνιασμα,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
καταπληκτικός,0,0,0,0,0,0,1,0,['surprise']
πείνα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
δήλωση,0,0,0,0,0,0,0,1,['trust']
στατιστικός,0,0,0,0,0,0,0,1,['trust']
σταθερός,0,0,0,0,0,0,0,1,['trust']
σταθερά,0,0,0,0,0,0,1,1,"['surprise', 'trust']"
κλέβω,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
κλοπή,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
λαθραία,0,0,0,0,0,0,1,0,['surprise']
λάθρα,0,0,0,0,0,0,1,0,['surprise']
κρύφιος,0,1,0,1,0,0,1,0,"['anticipation', 'fear', 'surprise']"
στείρος,0,0,0,0,0,1,0,0,['sadness']
γνήσιος,1,1,0,0,1,0,0,1,"['anger', 'anticipation', 'joy', 'trust']"
οικονόμος,0,0,0,0,0,0,0,1,['trust']
κολλώδης,0,0,1,0,0,0,0,0,['disgust']
καταπνίγησαν,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
στίγμα,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
θνητό,0,0,0,0,0,1,0,0,['sadness']
ηρεμία,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
τσίμπημα,1,0,0,1,0,0,0,0,"['anger', 'fear']"
τσιγκούνης,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
βρώμα,0,0,1,0,0,0,0,0,['disgust']
απαίσιος,0,0,1,0,0,0,0,0,['disgust']
όριο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κλαπεί,1,0,0,0,0,0,0,0,['anger']
στομάχι,0,0,1,0,0,0,0,0,['disgust']
πέτρα,1,0,0,0,0,0,0,0,['anger']
κόπρανα,0,0,1,0,0,0,0,0,['disgust']
κατάστημα,0,1,0,0,0,0,0,0,['anticipation']
καταιγίδα,1,0,0,0,0,0,0,0,['anger']
άλωση εξ εφόδου,1,0,0,0,0,0,0,0,['anger']
θυελλώδης,0,0,0,1,0,0,0,0,['fear']
ειλικρινής,0,0,0,0,0,0,0,1,['trust']
τεταμένος,1,0,0,0,0,0,0,0,['anger']
στενά,0,0,0,1,0,0,0,0,['fear']
ξένος,0,0,0,1,0,0,0,0,['fear']
στραγγαλίζω,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
στρατηγός,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
δύναμη,0,0,0,0,0,0,0,1,['trust']
τόνοση,0,0,0,0,1,0,0,1,"['joy', 'trust']"
φορείο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
προσβεβλημένος,0,0,0,0,0,1,0,0,['sadness']
διαμάχη,1,0,0,0,0,0,0,0,['anger']
απεργία,1,0,0,0,0,0,0,0,['anger']
λωρίδα,0,0,0,0,0,1,0,0,['sadness']
γυμνός,1,1,1,1,0,1,0,0,"['anger', 'anticipation', 'disgust', 'fear', 'sadness']"
προσπαθώ,0,1,0,0,0,0,0,0,['anticipation']
κτύπημα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κατασκευαστικός,0,0,0,0,0,0,0,1,['trust']
δομή,0,0,0,0,0,0,0,1,['trust']
πάλη,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
εμβρόντητος,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
χοιροστάσιο,0,0,1,0,0,0,0,0,['disgust']
NO TRANSLATION,0,0,0,0,0,0,1,0,['surprise']
υποβληθεί,0,0,0,0,0,1,0,0,['sadness']
υποδούλωση,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
εξάχνιση,0,0,0,0,1,0,0,0,['joy']
υποβάλλουν,0,1,0,0,0,0,0,0,['anticipation']
υφιστάμενος,0,0,0,1,0,0,0,0,['fear']
Εγγραφείτε,0,1,0,0,0,0,0,0,['anticipation']
υποχώρηση,0,0,0,0,0,1,0,0,['sadness']
επιδότηση,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
βεβαιώνω,0,0,0,0,0,0,0,1,['trust']
ανατροπή,1,0,0,1,0,0,0,0,"['anger', 'fear']"
ανατρεπτικός,1,0,0,0,0,0,1,0,"['anger', 'surprise']"
ανατρέπω,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
πετυχαίνω,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
επιτυχία,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
επιτυχία,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
επιτυχής,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
κορόιδο,1,0,0,0,0,0,0,0,['anger']
αιφνίδιος,0,0,0,0,0,0,1,0,['surprise']
ξαφνικά,0,0,0,0,0,0,1,0,['surprise']
κανω μηνυση,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
υποφέρων,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
ταλαιπωρία,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
αποπνικτικός,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
ασφυξία,1,0,0,1,0,0,0,0,"['anger', 'fear']"
προτείνω,0,0,0,0,0,0,0,1,['trust']
αυτοκτονικός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
αυτοκτονία,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
αγέλαστος,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
σουλτάνος,0,0,0,1,0,0,0,0,['fear']
δεξαμενή,0,0,1,0,0,0,0,0,['disgust']
ήλιος,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
ηλιακό ωρολόγιο,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
βυθίστηκε,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
ηλιόλουστος,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
η δυση του ηλιου,0,1,0,0,0,0,0,0,['anticipation']
λιακάδα,0,0,0,0,1,0,0,0,['joy']
υπεράνθρωπος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
σούπερ σταρ,0,0,0,0,1,0,0,1,"['joy', 'trust']"
δεισιδαιμονία,0,0,0,1,0,0,0,0,['fear']
προληπτικός,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
ικεσία,0,0,0,0,0,0,0,1,['trust']
υποστηρικτής,0,0,0,0,1,0,0,1,"['joy', 'trust']"
υποστηρίζοντας,0,0,0,0,0,0,0,1,['trust']
καταστέλλω,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
κατάπνιξη,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
υπεροχή,1,1,0,1,1,0,1,1,"['anger', 'anticipation', 'fear', 'joy', 'surprise', 'trust']"
προσαύξηση,1,0,0,0,0,0,0,0,['anger']
εγγύηση,0,0,0,0,0,0,0,1,['trust']
μέγα κύμα,0,0,0,0,0,0,1,0,['surprise']
χειρουργική επέμβαση,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κατσούφης,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
έκπληξη,0,0,0,1,1,0,1,0,"['fear', 'joy', 'surprise']"
έκπληκτος,0,0,0,0,0,0,1,0,['surprise']
εκπληκτικός,0,0,0,0,0,0,1,0,['surprise']
απροσδόκητα,0,1,0,0,0,0,1,0,"['anticipation', 'surprise']"
παράδοση,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
παραίτηση,0,0,0,0,0,1,0,0,['sadness']
αναπληρωτής,0,0,0,0,0,0,0,1,['trust']
περιβάλλω,0,1,0,0,0,0,0,0,['anticipation']
επιτήρηση,0,0,0,1,0,0,0,0,['fear']
ύποπτος,0,0,0,1,0,0,0,0,['fear']
αγωνία,0,1,0,1,0,0,1,0,"['anticipation', 'fear', 'surprise']"
εναιώρημα,0,0,0,1,0,0,0,0,['fear']
υποψία,0,0,0,1,0,0,0,0,['fear']
ύποπτος,1,1,0,0,0,0,0,0,"['anger', 'anticipation']"
τέλμα,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
βαλτώδης,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
σμήνος,0,0,1,0,0,0,0,0,['disgust']
σβάστικα,1,0,0,1,0,0,0,0,"['anger', 'fear']"
ορκίζομαι,0,0,0,0,0,0,0,1,['trust']
ιδρώτας,0,0,0,1,0,0,0,0,['fear']
γλυκός,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
Αγαπημένος,0,1,0,0,1,1,0,1,"['anticipation', 'joy', 'sadness', 'trust']"
γλυκα,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
πρήξιμο,0,0,0,1,0,0,0,0,['fear']
στραβοτιμονιά,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
καταρροφώ,0,0,1,0,0,0,0,0,['disgust']
ζάλη,0,1,0,1,1,0,0,0,"['anticipation', 'fear', 'joy']"
χοίρος,0,0,1,0,0,0,0,0,['disgust']
συμμετρία,0,0,0,0,1,0,0,1,"['joy', 'trust']"
συμπονετικός,0,0,0,1,1,1,0,1,"['fear', 'joy', 'sadness', 'trust']"
συμπαθώ,0,0,0,0,0,1,0,0,['sadness']
συμπάθεια,0,0,0,0,0,1,0,0,['sadness']
συμφωνία,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
συγχρονίζω,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
συγκοπή,0,0,0,1,0,1,1,0,"['fear', 'sadness', 'surprise']"
συνεργιστική,0,0,0,0,0,0,0,1,['trust']
σύνοδος,0,0,0,0,0,0,0,1,['trust']
συνώνυμος,0,0,0,1,0,0,0,1,"['fear', 'trust']"
σύριγγα,0,0,0,1,0,0,0,0,['fear']
Σύστημα,0,0,0,0,0,0,0,1,['trust']
ταμπού,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
συνοψίζω,0,1,0,0,0,0,0,0,['anticipation']
ανυψωτήρ,1,0,0,0,0,0,1,0,"['anger', 'surprise']"
τακτική,0,0,0,1,0,0,0,1,"['fear', 'trust']"
κηλίδα,0,0,0,0,0,1,0,0,['sadness']
